Phylum,Class,Genus,number of occurrences
Phaeophyceae,Phaeophyceae,Trachynema,73
Phaeophyceae,Phaeophyceae,Treptacantha,147
Phaeophyceae,Phaeophyceae,Tronoella,3
Phaeophyceae,Phaeophyceae,Turbinaria,240
Phaeophyceae,Phaeophyceae,Ulonema,30
Phaeophyceae,Phaeophyceae,Undaria,222
Phaeophyceae,Phaeophyceae,Utriculidium,112
Phaeophyceae,Phaeophyceae,Verosphacela,1
Phaeophyceae,Phaeophyceae,Vimineoleathesia,1
Phaeophyceae,Phaeophyceae,Xiphophora,85
Phaeophyceae,Phaeophyceae,Zanardinia,11
Phaeophyceae,Phaeophyceae,Zeacarpa,34
Phaeophyceae,Phaeophyceae,Zonaria,743
Phaeophyceae,Phaeophyceae,unknown,5031
Phaeosacciophyceae,Phaeosacciophyceae,Phaeosaccion,331
Phaeosacciophyceae,Phaeosacciophyceae,Psammochrysis,79
Phaeosacciophyceae,Phaeosacciophyceae,Tetrasporopsis,281
Phaeothamniophyceae,Phaeothamniophyceae,Nematochrysis,110
Phaeothamniophyceae,Phaeothamniophyceae,Phaeoschizochlamys,227
Phaeothamniophyceae,Phaeothamniophyceae,Phaeothamnion,331
Phaeothamniophyceae,Phaeothamniophyceae,Pleurochloridella,3
Phaeothamniophyceae,Phaeothamniophyceae,Stichogloea,588
Phoronida,unknown,Phoronis,133
Phoronida,unknown,Phoronopsis,26
Picozoa,Picomonadea,Picomonas,60
Picozoa,unknown,unknown,176
Pinguiophyceae,Pinguiophyceae,Glossomastix,101
Pinguiophyceae,Pinguiophyceae,Phaeomonas,37
Pinguiophyceae,Pinguiophyceae,Pinguiochrysis,77
Pinguiophyceae,Pinguiophyceae,Pinguiococcus,157
Pinguiophyceae,Pinguiophyceae,Polypodochrysis,54
Pinguiophyceae,Pinguiophyceae,unknown,10
Placozoa,Uniplacotomia,Hoilungia,14
Placozoa,Uniplacotomia,Trichoplax,667
Placozoa,unknown,Polyplacotoma,7
Placozoa,unknown,unknown,260
Platyhelminthes,Catenulida,Catenula,1
Platyhelminthes,Catenulida,Paracatenula,4
Platyhelminthes,Catenulida,Stenostomum,26
Platyhelminthes,Cestoda,Anindobothrium,18
Platyhelminthes,Cestoda,Anthocephalum,4
Platyhelminthes,Cestoda,Breviscolex,1
Platyhelminthes,Cestoda,Calliobothrium,10
Platyhelminthes,Cestoda,Cephalobothrium,1
Platyhelminthes,Cestoda,Dibothriocephalus,238
Platyhelminthes,Cestoda,Diphyllobothrium,4
Platyhelminthes,Cestoda,Dipylidium,2
Platyhelminthes,Cestoda,Echinobothrium,1
Platyhelminthes,Cestoda,Echinococcus,668
Platyhelminthes,Cestoda,Hepatoxylon,2
Platyhelminthes,Cestoda,Hydatigera,239
Platyhelminthes,Cestoda,Hymenolepis,484
Platyhelminthes,Cestoda,Lacistorhynchus,5
Platyhelminthes,Cestoda,Litobothrium,1
Platyhelminthes,Cestoda,Mesocestoides,232
Platyhelminthes,Cestoda,Moniezia,11
Platyhelminthes,Cestoda,Raillietina,17
Platyhelminthes,Cestoda,Rodentolepis,229
Platyhelminthes,Cestoda,Schistocephalus,238
Platyhelminthes,Cestoda,Schyzocotyle,14
Platyhelminthes,Cestoda,Sparganum,229
Platyhelminthes,Cestoda,Spirometra,263
Platyhelminthes,Cestoda,Taenia,405
Platyhelminthes,Cestoda,Tentacularia,1
Platyhelminthes,Cestoda,Tetrabothrius,1
Platyhelminthes,Cestoda,Versteria,8
Platyhelminthes,Cestoda,unknown,251
Platyhelminthes,Monogenea,Acanthocotyle,5
Platyhelminthes,Monogenea,Aglaiogyrodactylus,2
Platyhelminthes,Monogenea,Asthenocotyle,2
Platyhelminthes,Monogenea,Benedenia,4
Platyhelminthes,Monogenea,Capsala,8
Platyhelminthes,Monogenea,Capsaloides,2
Platyhelminthes,Monogenea,Dendromonocotyle,1
Platyhelminthes,Monogenea,Dermophthirius,1
Platyhelminthes,Monogenea,Eudiplozoon,14
Platyhelminthes,Monogenea,Gyrodactylus,18
Platyhelminthes,Monogenea,Listrocephalos,1
Platyhelminthes,Monogenea,Mediavagina,6
Platyhelminthes,Monogenea,Megalobenedenia,1
Platyhelminthes,Monogenea,Microcotyloides,4
Platyhelminthes,Monogenea,Neobenedenia,31
Platyhelminthes,Monogenea,Neoentobdella,2
Platyhelminthes,Monogenea,Neomicrocotyle,1
Platyhelminthes,Monogenea,Nitzschia,3
Platyhelminthes,Monogenea,Potamotrygonocotyle,1
Platyhelminthes,Monogenea,Protopolystoma,245
Platyhelminthes,Monogenea,Pseudoleptobothrium,1
Platyhelminthes,Monogenea,Udonella,2
Platyhelminthes,Monogenea,Urocleidoides,3
Platyhelminthes,Monogenea,unknown,35
Platyhelminthes,Rhabditophora,Arthurdendyus,1
Platyhelminthes,Rhabditophora,Baikalobia,6
Platyhelminthes,Rhabditophora,Bdelloura,1
Platyhelminthes,Rhabditophora,Bipalium,1
Platyhelminthes,Rhabditophora,Cephaloflexa,2
Platyhelminthes,Rhabditophora,Cestoplana,1
Platyhelminthes,Rhabditophora,Comoplana,1
Platyhelminthes,Rhabditophora,Crassiplana,1
Platyhelminthes,Rhabditophora,Cratera,12
Platyhelminthes,Rhabditophora,Crenobia,14
Platyhelminthes,Rhabditophora,Dendrocoelum,2
Platyhelminthes,Rhabditophora,Diceratocephala,2
Platyhelminthes,Rhabditophora,Discocelis,6
Platyhelminthes,Rhabditophora,Dugesia,143
Platyhelminthes,Rhabditophora,Echinoplana,1
Platyhelminthes,Rhabditophora,Enchiridium,3
Platyhelminthes,Rhabditophora,Endeavouria,1
Platyhelminthes,Rhabditophora,Enterosyringa,3
Platyhelminthes,Rhabditophora,Eurylepta,1
Platyhelminthes,Rhabditophora,Geoplana,4
Platyhelminthes,Rhabditophora,Girardia,20
Platyhelminthes,Rhabditophora,Hoploplana,5
Platyhelminthes,Rhabditophora,Ilyella,2
Platyhelminthes,Rhabditophora,Imogine,8
Platyhelminthes,Rhabditophora,Inakayalia,2
Platyhelminthes,Rhabditophora,Leptoplana,1
Platyhelminthes,Rhabditophora,Limnostylochus,1
Platyhelminthes,Rhabditophora,Lurymare,2
Platyhelminthes,Rhabditophora,Macrostomum,239
Platyhelminthes,Rhabditophora,Mesostoma,1
Platyhelminthes,Rhabditophora,Monocelis,1
Platyhelminthes,Rhabditophora,Neostylochus,1
Platyhelminthes,Rhabditophora,Notocomplana,4
Platyhelminthes,Rhabditophora,Notogynaphallia,2
Platyhelminthes,Rhabditophora,Notoplana,2
Platyhelminthes,Rhabditophora,Novomitchellia,10
Platyhelminthes,Rhabditophora,Obama,15
Platyhelminthes,Rhabditophora,Paraplanocera,2
Platyhelminthes,Rhabditophora,Pasipha,14
Platyhelminthes,Rhabditophora,Phagocata,4
Platyhelminthes,Rhabditophora,Planocera,17
Platyhelminthes,Rhabditophora,Polycelis,15
Platyhelminthes,Rhabditophora,Polycladus,3
Platyhelminthes,Rhabditophora,Polystyliphora,9
Platyhelminthes,Rhabditophora,Procerodes,9
Platyhelminthes,Rhabditophora,Prostheceraeus,1
Platyhelminthes,Rhabditophora,Prosthiostomum,2
Platyhelminthes,Rhabditophora,Pseudobiceros,1
Platyhelminthes,Rhabditophora,Pseudostylochus,2
Platyhelminthes,Rhabditophora,Rhynchodemus,1
Platyhelminthes,Rhabditophora,Schmidtea,238
Platyhelminthes,Rhabditophora,Spathula,7
Platyhelminthes,Rhabditophora,Stylochoplana,4
Platyhelminthes,Rhabditophora,Stylochus,32
Platyhelminthes,Rhabditophora,Temnosewellia,1
Platyhelminthes,Rhabditophora,Theama,1
Platyhelminthes,Rhabditophora,Thysanozoon,4
Platyhelminthes,Rhabditophora,Vannuccia,10
Platyhelminthes,Rhabditophora,unknown,44
Platyhelminthes,Trematoda,Calicophoron,1
Platyhelminthes,Trematoda,Clonorchis,243
Platyhelminthes,Trematoda,Crassiphiala,2
Platyhelminthes,Trematoda,Cryptocotyle,37
Platyhelminthes,Trematoda,Diplodiscus,1
Platyhelminthes,Trematoda,Echinostoma,245
Platyhelminthes,Trematoda,Eurytrema,1
Platyhelminthes,Trematoda,Fasciola,606
Platyhelminthes,Trematoda,Fasciolopsis,227
Platyhelminthes,Trematoda,Fischoederius,3
Platyhelminthes,Trematoda,Gastrothylax,1
Platyhelminthes,Trematoda,Haematoloechus,8
Platyhelminthes,Trematoda,Hypoderaeum,1
Platyhelminthes,Trematoda,Opisthorchis,486
Platyhelminthes,Trematoda,Paragonimus,1080
Platyhelminthes,Trematoda,Paramphistomum,1
Platyhelminthes,Trematoda,Pharyngostomum,3
Platyhelminthes,Trematoda,Pseudamphistomum,7
Platyhelminthes,Trematoda,Schistosoma,2084
Platyhelminthes,Trematoda,Stephanostomum,7
Platyhelminthes,Trematoda,Stictodora,3
Platyhelminthes,Trematoda,Tracheophilus,1
Platyhelminthes,Trematoda,Trichobilharzia,241
Platyhelminthes,Trematoda,Uvitellina,1
Platyhelminthes,Trematoda,unknown,153
Platyhelminthes,unknown,unknown,26
Polycystinea,Polycystinea,Collozoum,481
Polycystinea,Polycystinea,Dictyocoryne,67
Polycystinea,Polycystinea,Eucyrtidium,72
Polycystinea,Polycystinea,Larcopyle,45
Polycystinea,Polycystinea,Lithomelissa,143
Polycystinea,Polycystinea,Sphaerozoum,264
Polycystinea,Polycystinea,Spongosphaera,3
Polycystinea,Polycystinea,Thalassicolla,1
Polycystinea,Polycystinea,unknown,24
Porifera,Calcarea,Borojevia,19
Porifera,Calcarea,Clathrina,26
Porifera,Calcarea,Leucilla,17
Porifera,Calcarea,Leucosolenia,118
Porifera,Calcarea,Petrobiona,8
Porifera,Calcarea,Sycon,213
Porifera,Demospongiae,Aaptos,4
Porifera,Demospongiae,Acanthella,4
Porifera,Demospongiae,Acanthodendrilla,36
Porifera,Demospongiae,Acanthostrongylophora,6
Porifera,Demospongiae,Acarnus,1
Porifera,Demospongiae,Aciculites,4
Porifera,Demospongiae,Agelas,158
Porifera,Demospongiae,Aiolochroia,3
Porifera,Demospongiae,Amorphinopsis,9
Porifera,Demospongiae,Amphimedon,318
Porifera,Demospongiae,Aplysina,183
Porifera,Demospongiae,Asbestopluma,1
Porifera,Demospongiae,Astrosclera,2
Porifera,Demospongiae,Axinella,95
Porifera,Demospongiae,Axinyssa,21
Porifera,Demospongiae,Axos,11
Porifera,Demospongiae,Baikalospongia,26
Porifera,Demospongiae,Biemna,12
Porifera,Demospongiae,Bubaris,1
Porifera,Demospongiae,Cacospongia,1
Porifera,Demospongiae,Callyspongia,263
Porifera,Demospongiae,Calyx,3
Porifera,Demospongiae,Chalinula,8
Porifera,Demospongiae,Characella,4
Porifera,Demospongiae,Chelonaplysilla,15
Porifera,Demospongiae,Chondrilla,47
Porifera,Demospongiae,Chondrosia,14
Porifera,Demospongiae,Cinachyrella,17
Porifera,Demospongiae,Ciocalypta,3
Porifera,Demospongiae,Cladocroce,7
Porifera,Demospongiae,Cladorhiza,2
Porifera,Demospongiae,Clathria,104
Porifera,Demospongiae,Cliona,31
Porifera,Demospongiae,Coelocarteria,2
Porifera,Demospongiae,Corvomeyenia,17
Porifera,Demospongiae,Corvospongilla,3
Porifera,Demospongiae,Craniella,1
Porifera,Demospongiae,Crella,46
Porifera,Demospongiae,Cribrochalina,4
Porifera,Demospongiae,Cymbastela,1
Porifera,Demospongiae,Damiria,3
Porifera,Demospongiae,Darwinella,8
Porifera,Demospongiae,Dasychalina,47
Porifera,Demospongiae,Dendrilla,2
Porifera,Demospongiae,Dercitus,6
Porifera,Demospongiae,Desmacella,4
Porifera,Demospongiae,Desmanthus,1
Porifera,Demospongiae,Diacarnus,1
Porifera,Demospongiae,Dictyonella,14
Porifera,Demospongiae,Didiscus,3
Porifera,Demospongiae,Discodermia,1
Porifera,Demospongiae,Dysidea,14
Porifera,Demospongiae,Echinodictyum,2
Porifera,Demospongiae,Ectyoplasia,23
Porifera,Demospongiae,Endectyon,4
Porifera,Demospongiae,Ephydatia,161
Porifera,Demospongiae,Eunapius,32
Porifera,Demospongiae,Fangophilina,1
Porifera,Demospongiae,Gelliodes,10
Porifera,Demospongiae,Geodia,52
Porifera,Demospongiae,Halichondria,285
Porifera,Demospongiae,Haliclona,305
Porifera,Demospongiae,Halisarca,221
Porifera,Demospongiae,Hemimycale,4
Porifera,Demospongiae,Heteromeyenia,1
Porifera,Demospongiae,Higginsia,6
Porifera,Demospongiae,Hippospongia,6
Porifera,Demospongiae,Homaxinella,1
Porifera,Demospongiae,Hyattella,29
Porifera,Demospongiae,Hymeniacidon,194
Porifera,Demospongiae,Hymeraphia,1
Porifera,Demospongiae,Hyrtios,6
Porifera,Demospongiae,Ianthella,1
Porifera,Demospongiae,Igernella,44
Porifera,Demospongiae,Iotrochota,41
Porifera,Demospongiae,Ircinia,32
Porifera,Demospongiae,Lamellodysidea,1
Porifera,Demospongiae,Latrunculia,4
Porifera,Demospongiae,Liosina,21
Porifera,Demospongiae,Lissodendoryx,6
Porifera,Demospongiae,Lubomirskia,91
Porifera,Demospongiae,Microscleroderma,1
Porifera,Demospongiae,Monanchora,10
Porifera,Demospongiae,Mycale,38
Porifera,Demospongiae,Myrmekioderma,8
Porifera,Demospongiae,Myxilla,11
Porifera,Demospongiae,Negombata,50
Porifera,Demospongiae,Neofibularia,3
Porifera,Demospongiae,Neopetrosia,15
Porifera,Demospongiae,Niphates,9
Porifera,Demospongiae,Oceanapia,2
Porifera,Demospongiae,Ophlitaspongia,1
Porifera,Demospongiae,Pachymatisma,1
Porifera,Demospongiae,Petrosia,88
Porifera,Demospongiae,Phakellia,8
Porifera,Demospongiae,Phorbas,8
Porifera,Demospongiae,Phycopsis,1
Porifera,Demospongiae,Placospongia,10
Porifera,Demospongiae,Plenaster,40
Porifera,Demospongiae,Plicatellopsis,2
Porifera,Demospongiae,Plocamionida,92
Porifera,Demospongiae,Poecillastra,29
Porifera,Demospongiae,Polymastia,43
Porifera,Demospongiae,Protosuberites,2
Porifera,Demospongiae,Pseudospongosorites,1
Porifera,Demospongiae,Pseudosuberites,31
Porifera,Demospongiae,Ptilocaulis,36
Porifera,Demospongiae,Rezinkovia,17
Porifera,Demospongiae,Rhizaxinella,11
Porifera,Demospongiae,Scleritoderma,9
Porifera,Demospongiae,Scopalina,10
Porifera,Demospongiae,Siphonochalina,14
Porifera,Demospongiae,Siphonodictyon,2
Porifera,Demospongiae,Spheciospongia,2
Porifera,Demospongiae,Spirastrella,111
Porifera,Demospongiae,Spongia,12
Porifera,Demospongiae,Spongilla,56
Porifera,Demospongiae,Stelletta,6
Porifera,Demospongiae,Stelligera,1
Porifera,Demospongiae,Stromatospongia,1
Porifera,Demospongiae,Stylissa,28
Porifera,Demospongiae,Suberea,1
Porifera,Demospongiae,Suberites,322
Porifera,Demospongiae,Svenzea,10
Porifera,Demospongiae,Swartschewskia,31
Porifera,Demospongiae,Tedania,7
Porifera,Demospongiae,Tentorium,1
Porifera,Demospongiae,Terpios,13
Porifera,Demospongiae,Tethya,196
Porifera,Demospongiae,Tetilla,6
Porifera,Demospongiae,Thenea,35
Porifera,Demospongiae,Thoosa,19
Porifera,Demospongiae,Thrinacophora,11
Porifera,Demospongiae,Timea,19
Porifera,Demospongiae,Topsentia,59
Porifera,Demospongiae,Trochospongilla,10
Porifera,Demospongiae,Tsitsikamma,1
Porifera,Demospongiae,Vaceletia,8
Porifera,Demospongiae,Verongula,5
Porifera,Demospongiae,Xestospongia,133
Porifera,Demospongiae,unknown,199
Porifera,Hexactinellida,Acanthascus,75
Porifera,Hexactinellida,Aphrocallistes,101
Porifera,Hexactinellida,Aulosaccus,39
Porifera,Hexactinellida,Bathydorus,48
Porifera,Hexactinellida,Crateromorpha,1
Porifera,Hexactinellida,Docosaccus,5
Porifera,Hexactinellida,Hertwigia,4
Porifera,Hexactinellida,Iphiteon,4
Porifera,Hexactinellida,Lophophysema,10
Porifera,Hexactinellida,Nodastrella,3
Porifera,Hexactinellida,Oopsacas,21
Porifera,Hexactinellida,Pheronema,10
Porifera,Hexactinellida,Sympagella,6
Porifera,Hexactinellida,Tabachnickia,14
Porifera,Hexactinellida,Vazella,3
Porifera,Hexactinellida,unknown,3
Porifera,Homoscleromorpha,Aspiculophora,8
Porifera,Homoscleromorpha,Aspiculortis,3
Porifera,Homoscleromorpha,Corticium,26
Porifera,Homoscleromorpha,Oscarella,591
Porifera,Homoscleromorpha,Plakina,163
Porifera,Homoscleromorpha,Plakinastrella,64
Porifera,Homoscleromorpha,Plakortis,79
Porifera,Homoscleromorpha,Pseudocorticium,36
Porifera,Homoscleromorpha,Tetralophophora,8
Porifera,Homoscleromorpha,unknown,12
Porifera,unknown,unknown,35
Prasinodermophyta,Prasinodermophyceae,Prasinoderma,221
Preaxostyla,Oxymonadida,Blattamonas,12
Preaxostyla,Oxymonadida,Dinenympha,6
Preaxostyla,Oxymonadida,Monocercomonoides,48
Preaxostyla,Oxymonadida,Pyrsonympha,20
Preaxostyla,Oxymonadida,Saccinobaculus,11
Preaxostyla,Oxymonadida,Streblomastix,236
Preaxostyla,Oxymonadida,unknown,39
Preaxostyla,unknown,Paratrimastix,41
Preaxostyla,unknown,Trimastix,44
Priapulida,Priapulimorpha,Halicryptus,4
Priapulida,Priapulimorpha,Priapulus,243
Raphidophyceae,Raphidophyceae,Chattonella,1530
Raphidophyceae,Raphidophyceae,Fibrocapsa,81
Raphidophyceae,Raphidophyceae,Gonyostomum,221
Raphidophyceae,Raphidophyceae,Haramonas,216
Raphidophyceae,Raphidophyceae,Heterosigma,472
Raphidophyceae,Raphidophyceae,Vacuolaria,218
Raphidophyceae,Raphidophyceae,unknown,147
Rhodophyta,Bangiophyceae,Bangia,517
Rhodophyta,Bangiophyceae,Boreophyllum,141
Rhodophyta,Bangiophyceae,Cavernulicola,111
Rhodophyta,Bangiophyceae,Cyanidiococcus,243
Rhodophyta,Bangiophyceae,Cyanidioschyzon,492
Rhodophyta,Bangiophyceae,Cyanidium,380
Rhodophyta,Bangiophyceae,Dixoniella,120
Rhodophyta,Bangiophyceae,Erythrolobus,44
Rhodophyta,Bangiophyceae,Flintiella,221
Rhodophyta,Bangiophyceae,Fuscifolium,3
Rhodophyta,Bangiophyceae,Galdieria,338
Rhodophyta,Bangiophyceae,Kyliniella,6
Rhodophyta,Bangiophyceae,Neoporphyra,920
Rhodophyta,Bangiophyceae,Neopyropia,1134
Rhodophyta,Bangiophyceae,Phycocalidia,42
Rhodophyta,Bangiophyceae,Porphyra,1253
Rhodophyta,Bangiophyceae,Porphyridium,804
Rhodophyta,Bangiophyceae,Pyropia,1986
Rhodophyta,Bangiophyceae,Timspurckia,4
Rhodophyta,Bangiophyceae,Wildemania,333
Rhodophyta,Bangiophyceae,unknown,3161
Rhodophyta,Compsopogonophyceae,Boldia,199
Rhodophyta,Compsopogonophyceae,Compsopogon,230
Rhodophyta,Compsopogonophyceae,Compsopogonopsis,2
Rhodophyta,Compsopogonophyceae,Erythrocladia,257
Rhodophyta,Compsopogonophyceae,Erythrotrichia,1089
Rhodophyta,Compsopogonophyceae,Madagascaria,215
Rhodophyta,Compsopogonophyceae,Porphyropsis,206
Rhodophyta,Compsopogonophyceae,Porphyrostromium,443
Rhodophyta,Compsopogonophyceae,Pseudoerythrocladia,207
Rhodophyta,Compsopogonophyceae,Pulvinaster,13
Rhodophyta,Compsopogonophyceae,Pyrophyllon,8
Rhodophyta,Compsopogonophyceae,Rhodochaete,217
Rhodophyta,Compsopogonophyceae,Sahlingia,212
Rhodophyta,Compsopogonophyceae,Smithora,186
Rhodophyta,Compsopogonophyceae,unknown,806
Rhodophyta,Florideophyceae,Acanthopeltis,8
Rhodophyta,Florideophyceae,Acanthophora,200
Rhodophyta,Florideophyceae,Acarposporophycos,8
Rhodophyta,Florideophyceae,Acrochaetium,266
Rhodophyta,Florideophyceae,Acrosorium,239
Rhodophyta,Florideophyceae,Acrosymphyton,19
Rhodophyta,Florideophyceae,Acrothamnion,5
Rhodophyta,Florideophyceae,Acrothesaurum,30
Rhodophyta,Florideophyceae,Actinotrichia,73
Rhodophyta,Florideophyceae,Aeodes,39
Rhodophyta,Florideophyceae,Agarophyton,185
Rhodophyta,Florideophyceae,Aglaothamnion,437
Rhodophyta,Florideophyceae,Ahnfeltia,567
Rhodophyta,Florideophyceae,Ahnfeltiopsis,55
Rhodophyta,Florideophyceae,Akalaphycus,16
Rhodophyta,Florideophyceae,Alatocladia,7
Rhodophyta,Florideophyceae,Alsidium,1
Rhodophyta,Florideophyceae,Amalthea,124
Rhodophyta,Florideophyceae,Amansia,1
Rhodophyta,Florideophyceae,Amphiroa,201
Rhodophyta,Florideophyceae,Amplisiphonia,2
Rhodophyta,Florideophyceae,Anotrichium,176
Rhodophyta,Florideophyceae,Antithamnion,383
Rhodophyta,Florideophyceae,Antithamnionella,188
Rhodophyta,Florideophyceae,Antrocentrum,2
Rhodophyta,Florideophyceae,Aphanocladia,3
Rhodophyta,Florideophyceae,Aphanta,37
Rhodophyta,Florideophyceae,Apoglossum,176
Rhodophyta,Florideophyceae,Apophlaea,195
Rhodophyta,Florideophyceae,Arthrocardia,8
Rhodophyta,Florideophyceae,Asparagopsis,239
Rhodophyta,Florideophyceae,Asterfilopsis,1
Rhodophyta,Florideophyceae,Asteromenia,30
Rhodophyta,Florideophyceae,Atractophora,71
Rhodophyta,Florideophyceae,Audouinella,203
Rhodophyta,Florideophyceae,Augophyllum,2
Rhodophyta,Florideophyceae,Austroepiphloea,2
Rhodophyta,Florideophyceae,Austrophyllis,2
Rhodophyta,Florideophyceae,Balbiania,203
Rhodophyta,Florideophyceae,Ballia,51
Rhodophyta,Florideophyceae,Balliopsis,4
Rhodophyta,Florideophyceae,Batrachospermum,253
Rhodophyta,Florideophyceae,Beckerella,13
Rhodophyta,Florideophyceae,Besa,5
Rhodophyta,Florideophyceae,Betaphycus,224
Rhodophyta,Florideophyceae,Bonnemaisonia,89
Rhodophyta,Florideophyceae,Boreolithothamnion,88
Rhodophyta,Florideophyceae,Bornetia,192
Rhodophyta,Florideophyceae,Bossiella,62
Rhodophyta,Florideophyceae,Bostrychia,616
Rhodophyta,Florideophyceae,Botryocladia,153
Rhodophyta,Florideophyceae,Bryothamnion,173
Rhodophyta,Florideophyceae,Calliarthron,218
Rhodophyta,Florideophyceae,Calliblepharis,31
Rhodophyta,Florideophyceae,Callilithophytum,2
Rhodophyta,Florideophyceae,Callithamnion,1106
Rhodophyta,Florideophyceae,Callophycus,97
Rhodophyta,Florideophyceae,Callophyllis,175
Rhodophyta,Florideophyceae,Caloglossa,891
Rhodophyta,Florideophyceae,Camontagnea,50
Rhodophyta,Florideophyceae,Campylaephora,161
Rhodophyta,Florideophyceae,Capreolia,81
Rhodophyta,Florideophyceae,Catenella,48
Rhodophyta,Florideophyceae,Catenellopsis,130
Rhodophyta,Florideophyceae,Caulacanthus,217
Rhodophyta,Florideophyceae,Centroceras,194
Rhodophyta,Florideophyceae,Cephalocystis,13
Rhodophyta,Florideophyceae,Ceramium,770
Rhodophyta,Florideophyceae,Ceratodictyon,23
Rhodophyta,Florideophyceae,Chamaebotrys,5
Rhodophyta,Florideophyceae,Chamberlainium,81
Rhodophyta,Florideophyceae,Champia,49
Rhodophyta,Florideophyceae,Chiharaea,32
Rhodophyta,Florideophyceae,Chondracanthus,21
Rhodophyta,Florideophyceae,Chondria,581
Rhodophyta,Florideophyceae,Chondrus,364
Rhodophyta,Florideophyceae,Choreocolax,120
Rhodophyta,Florideophyceae,Chrysymenia,49
Rhodophyta,Florideophyceae,Chylocladia,14
Rhodophyta,Florideophyceae,Cladhymenia,3
Rhodophyta,Florideophyceae,Clathromorphum,91
Rhodophyta,Florideophyceae,Cliftonaea,193
Rhodophyta,Florideophyceae,Coelarthrum,3
Rhodophyta,Florideophyceae,Coeloseira,198
Rhodophyta,Florideophyceae,Coelothrix,52
Rhodophyta,Florideophyceae,Colaconema,301
Rhodophyta,Florideophyceae,Compsothamnion,174
Rhodophyta,Florideophyceae,Corallina,1196
Rhodophyta,Florideophyceae,Corallinapetra,65
Rhodophyta,Florideophyceae,Corallophila,2
Rhodophyta,Florideophyceae,Corynodactylus,92
Rhodophyta,Florideophyceae,Craspedocarpus,1
Rhodophyta,Florideophyceae,Crassiphycus,1041
Rhodophyta,Florideophyceae,Crassitegula,59
Rhodophyta,Florideophyceae,Crouania,211
Rhodophyta,Florideophyceae,Cruoriopsis,4
Rhodophyta,Florideophyceae,Crusticorallina,164
Rhodophyta,Florideophyceae,Cryptonemia,36
Rhodophyta,Florideophyceae,Cryptopleura,160
Rhodophyta,Florideophyceae,Cryptosiphonia,2
Rhodophyta,Florideophyceae,Cumagloia,100
Rhodophyta,Florideophyceae,Cumathamnion,192
Rhodophyta,Florideophyceae,Cystoclonium,1
Rhodophyta,Florideophyceae,Dasya,534
Rhodophyta,Florideophyceae,Dasyclonium,181
Rhodophyta,Florideophyceae,Dasysiphonia,175
Rhodophyta,Florideophyceae,Delesseria,189
Rhodophyta,Florideophyceae,Delisea,8
Rhodophyta,Florideophyceae,Dermonema,200
Rhodophyta,Florideophyceae,Devaleraea,345
Rhodophyta,Florideophyceae,Dichotomaria,243
Rhodophyta,Florideophyceae,Dicranema,202
Rhodophyta,Florideophyceae,Dictyomenia,159
Rhodophyta,Florideophyceae,Dictyothamnion,11
Rhodophyta,Florideophyceae,Dictyurus,190
Rhodophyta,Florideophyceae,Digenea,172
Rhodophyta,Florideophyceae,Dilsea,5
Rhodophyta,Florideophyceae,Dipterocladia,182
Rhodophyta,Florideophyceae,Dipterosiphonia,164
Rhodophyta,Florideophyceae,Drouetia,27
Rhodophyta,Florideophyceae,Dudresnaya,19
Rhodophyta,Florideophyceae,Dumontia,19
Rhodophyta,Florideophyceae,Ellisolandia,8
Rhodophyta,Florideophyceae,Endocladia,56
Rhodophyta,Florideophyceae,Enelittosiphonia,1
Rhodophyta,Florideophyceae,Entwisleia,54
Rhodophyta,Florideophyceae,Epymenia,10
Rhodophyta,Florideophyceae,Erythroclonium,29
Rhodophyta,Florideophyceae,Erythrocystis,170
Rhodophyta,Florideophyceae,Erythroglossum,165
Rhodophyta,Florideophyceae,Erythrymenia,1
Rhodophyta,Florideophyceae,Ethelia,2
Rhodophyta,Florideophyceae,Eucheuma,364
Rhodophyta,Florideophyceae,Euthora,3
Rhodophyta,Florideophyceae,Eutrichosiphonia,23
Rhodophyta,Florideophyceae,Fredericqia,5
Rhodophyta,Florideophyceae,Fryeella,97
Rhodophyta,Florideophyceae,Furcellaria,110
Rhodophyta,Florideophyceae,Fushitsunagia,21
Rhodophyta,Florideophyceae,Gaillona,32
Rhodophyta,Florideophyceae,Galaxaura,325
Rhodophyta,Florideophyceae,Galene,104
Rhodophyta,Florideophyceae,Ganonema,62
Rhodophyta,Florideophyceae,Gastroclonium,30
Rhodophyta,Florideophyceae,Gayliella,207
Rhodophyta,Florideophyceae,Gelidiella,394
Rhodophyta,Florideophyceae,Gelidiophycus,33
Rhodophyta,Florideophyceae,Gelidium,3030
Rhodophyta,Florideophyceae,Gelinaria,98
Rhodophyta,Florideophyceae,Gibsmithia,21
Rhodophyta,Florideophyceae,Gigartina,1
Rhodophyta,Florideophyceae,Glaphyrosiphon,74
Rhodophyta,Florideophyceae,Gloiocladia,67
Rhodophyta,Florideophyceae,Gloioderma,2
Rhodophyta,Florideophyceae,Gloiopeltis,979
